sentence_key_furigana	sentence_key_plain	Word	Sentence	Word Audio	Sentence Audio	Definition	Definition Audio	Image	Notes
私[わたし]より 妹[いもうと]の 方[ほう]が<b>力[ちから]</b>があります。	私より 妹の 方が<b>力</b>があります。	力[ちから]:2-	私[わたし]より 妹[いもうと]の 方[ほう]が<b>力[ちから]</b>があります。	[sound:力_チカラ＼_3_NHK-2016.mp3]	[sound:JLPT_Tango_N4_0677.mp3]	<!-- def-type=\"bilingual\" -->Strength or physical power; the ability to exert force.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->重いものを持ったり動かしたりできる、体の強さのこと。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-00245.mp3]<!-- def-end -->	\"<img alt=\"\"力こぶのイラスト | かわいいフリー素材集 いらすとや\"\" src=\"\"chikarakobu.webp\"\">\"	My younger sister has more strength than I do.
<b>世[せ] 界[かい]</b>の 地[ち] 図[ず]はありますか。	<b>世 界</b>の 地 図はありますか。	世[せ] 界[かい]:1-	<b>世[せ] 界[かい]</b>の 地[ち] 図[ず]はありますか。	[sound:世界_セ＼カイ_1_NHK-2016.mp3]	[sound:JLPT_Tango_N5_0074.mp3]	<!-- def-type=\"bilingual\" -->The whole world; all countries and places together.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->地球の上にある、すべての国や場所をまとめた広いまとまり。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-00246.mp3]<!-- def-end -->	\"<img src=\"\"sekaichizu.webp\"\">\"	Do you have a map of the world?
試[し] 合[あい]の<b>相[あい] 手[て]</b>は 誰[だれ]ですか。	試 合の<b>相 手</b>は 誰ですか。	相[あい] 手[て]:3-	試[し] 合[あい]の<b>相[あい] 手[て]</b>は 誰[だれ]ですか。	[sound:相手_アイテ＼_3_NHK-2016.mp3]	[sound:aiteS.mp3]	<!-- def-type=\"bilingual\" -->The other person in an interaction; your opponent, partner, or counterpart.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->何かをするとき、自分の向こう側にいる人。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-00247.mp3]<!-- def-end -->	\"<img src=\"\"sports_takkyu_men.webp\"\">\"	Who is the opponent of the match?
遠[とお]くに 彼[かの] 女[じょ]の<b>姿[すがた]</b>が 見[み]えた。	遠くに 彼 女の<b>姿</b>が 見えた。	姿[すがた]:1-	遠[とお]くに 彼[かの] 女[じょ]の<b>姿[すがた]</b>が 見[み]えた。	[sound:0204f79286d64fb0b463b071d31b76a3-572d4fc7f6ebaf76510eec8ad35335433f67a108.mp3]	[sound:c253a608cda11db7d5dbe3710df03f5d-a137b7694039ca33e3b5e278b45c1800af2ce36f.mp3]	<!-- def-type=\"bilingual\" -->A person's figure or form as seen from a distance; how someone appears visually.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->目に見える、その人の全体の形や様子のこと。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-00248.mp3]<!-- def-end -->	\"<img alt=\"\"人のシルエット（少女）\"\" src=\"\"silhouette_human04_youngwoman.webp\"\">\"	Her figure was visible from a distance.
犬[いぬ]が 病[びょう] 気[き]で<b>死[し]にました</b>。	犬が 病 気で<b>死にました</b>。	死[し]ぬ:0	犬[いぬ]が 病[びょう] 気[き]で<b>死[し]にました</b>。	[sound:ed5e5d19edc49db091b4ca65f3e7f974-339537784ba8364acea45b6618eb7efc5ca62e25.mp3]	[sound:49a71f46ed7e3826c99a9781a09e3cae-36e55e85114bc420719072012bc0ced8a7210d31.mp3]	<!-- def-type=\"bilingual\" -->To die.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->生きているものの命が終わること。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-00249.mp3]<!-- def-end -->	\"<img src=\"\"yurei_youngman3_sad.webp\"\">\"	My dog died due to sickness.
A:「 今朝[けさ]、 5[ご] 時[じ]に 起[お]きました。」<br>B:「<b>早[はや]い</b>ですね。」<br><br>	A:「 今朝、 5 時に 起きました。」<br>B:「<b>早い</b>ですね。」<br><br>	早[はや]い:k2	A:「 今朝[けさ]、 5[ご] 時[じ]に 起[お]きました。」<br>B:「<b>早[はや]い</b>ですね。」<br><br>	[sound:早い_ハヤ＼イ_2_NHK-2016.mp3]	[sound:JLPT_Tango_N5_0407.mp3]	<!-- def-type=\"bilingual\" -->Early; sooner than expected or usual in time.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->ふつうの時間より前であること。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-00250.mp3]<!-- def-end -->	\"<img alt=\"\"徹夜明けの笑顔のイラスト（男性） | かわいいフリー素材集 いらすとや\"\" src=\"\"nebusoku_tetsuya_ake_man_smile-1f354ea3a270d12bb1256878a9947afdc06775c2.webp\"\">\"	A: I woke up at 5 A.M. this morning.<br>B: That's early, isn't it?
A:「 東[とう] 京[きょう]から 大[おお] 阪[さか]まで 2[に] 時[じ] 間[かん] 半[はん]です。」<br>B:「<b>早[はや]い</b>ですね。」<br><br>	A:「 東 京から 大 阪まで 2 時 間 半です。」<br>B:「<b>早い</b>ですね。」<br><br>	早[はや]い:k2	A:「 東[とう] 京[きょう]から 大[おお] 阪[さか]まで 2[に] 時[じ] 間[かん] 半[はん]です。」<br>B:「<b>早[はや]い</b>ですね。」<br><br>	[sound:早い_ハヤ＼イ_2_NHK-2016.mp3]	[sound:JLPT_Tango_N5_0408.mp3]	<!-- def-type=\"bilingual\" -->Fast or early; something happens sooner or quicker than expected.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->かかる時間が短いということ。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-00251.mp3]<!-- def-end -->	\"<img alt=\"\"飛んでいく時間のイラスト | かわいいフリー素材集 いらすとや\"\" src=\"\"jikan_tobu-be0cc4b37e2be2561af0e00c843955ec9ac12fea.webp\"\">\"	A: It takes two and a half hours from Tokyo to Osaka.<br>B: That's fast, isn't it?<br><br>When fast is related to (physical) speed, we write it 速い.
今朝[けさ]から<b>頭[あたま]</b>が 痛[いた]い。	今朝から<b>頭</b>が 痛い。	頭[あたま]:3-	今朝[けさ]から<b>頭[あたま]</b>が 痛[いた]い。	[sound:98724d1b34b1203d13c9a207d50556c3-b65122d82a6b2c5ecdcf42e492739f8f8fa1d617.mp3]	[sound:07533e5777f8ffc177d3df7e33aab742-e09b4ebe386455eb966b182b874d1ed35e28dc02.mp3]	<!-- def-type=\"bilingual\" -->The top part of your body; where your brain is.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->体の一番上にある丸い部分。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-00252.mp3]<!-- def-end -->	\"<img src=\"\"virus_zutsuu2.webp\"\">\"	My head has been hurting since this morning.
今[いま]、 会[かい] 社[しゃ]に<b>戻[もど]ります</b>。	今、 会 社に<b>戻ります</b>。	戻[もど]る:k2	今[いま]、 会[かい] 社[しゃ]に<b>戻[もど]ります</b>。	[sound:4de37ff7a2f1f46bcdb480c72539f441-8638783145db8a194595b0ef22962c2c06736907.mp3]	[sound:71d47d155f56bee538053f5b4d7e58f9-871035fd06397de1a7d4bf4b3c3e90f60d7095bb.mp3]	<!-- def-type=\"bilingual\" -->To go back or return to where you were before.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->前にいた場所へもう一度行くこと。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-00253.mp3]<!-- def-end -->	\"<img src=\"\"navigationj_back.webp\"\">\"	I'm going back to the office now.
<b>ずっと</b> 日本[にほん]へ 留[りゅう] 学[がく]したいと 思[おも]っていました。	<b>ずっと</b> 日本へ 留 学したいと 思っていました。	ずっと:0-	<b>ずっと</b> 日本[にほん]へ 留[りゅう] 学[がく]したいと 思[おも]っていました。	[sound:ずっと_ズット━_0_NHK-2016.mp3]	[sound:JLPT_Tango_N4_0865-01.mp3]	<!-- def-type=\"bilingual\" -->A continuous feeling stretching over a long time; \"for a long time\" or \"all along.\"<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->長い間、止まらずに続いている様子<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-00254.mp3]<!-- def-end -->	\"<img src=\"\"kids_ochitsuki_nai_girl.webp\"\">\"	I always thought that I'd like to study abroad in Japan.<br><br>\"The construction ずっと~たいと思った is like saying \"\"I've always wanted to.\"\"\"
<b>どうして</b> 泣[な]いているの。	<b>どうして</b> 泣いているの。	どうして:1-	<b>どうして</b> 泣[な]いているの。	[sound:2cd7816ca841097d39c700a150a163a1-c0ab1f57f33f3a567e925024f8ba2d34f5af51ad.mp3]	[sound:7c6e07e2d9445431457e08d8a8514cee-a02994925f3f68c42275b2e7fcd5952ed9d6ecdf.mp3]	<!-- def-type=\"bilingual\" -->Asking \"why?\" or \"how come?\"<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->理由やわけをたずねるときに使う言葉。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-00255.mp3]<!-- def-end -->	\"<img alt=\"\"Why?」と肩をすくめる白人女性のイラスト | かわいいフリー素材集 ...\"\" src=\"\"pose_english_why_woman.webp\"\">\"	Why are you crying?
<b>やっぱり</b> 旅[たび]が 大[だい] 好[す]きだ。	<b>やっぱり</b> 旅が 大 好きだ。	やっぱり:3-	<b>やっぱり</b> 旅[たび]が 大[だい] 好[す]きだ。	[sound:c4e1a9eb0936ed1c3aa2885dfe489d4c-cafe4a0c293113d56c3090290d1c8604c186b883.mp3]	[sound:b31805a127db22868e2388a32ffa0b30-fa4ea60f0b03b5069b31b82c5b648ae6f167fb80.mp3]	<!-- def-type=\"bilingual\" -->As expected; confirms something you already felt or suspected was true.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->いろいろ考えても、やはり最初に思った通りだということ。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-00256.mp3]<!-- def-end -->	\"<img src=\"\"poze_unazuku_man.webp\"\">\"	I really love to travel after all.<br><br>Can be やはり as well, やっぱり being slightly more emphatic usually.
明日[あした]からタバコを 止[や]める<b>つもり</b>です。	明日からタバコを 止める<b>つもり</b>です。	つもり:0-	明日[あした]からタバコを 止[や]める<b>つもり</b>です。	[sound:838V.mp3]	[sound:838S.mp3]	<!-- def-type=\"bilingual\" -->A personal intention or plan to do something.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->「こうしよう」と自分の中で決めている気持ち。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-00257.mp3]<!-- def-end -->	\"<img alt=\"\"ガッツポーズをしている男の子のイラスト | かわいいフリー素材集 ...\"\" src=\"\"gutspose_man.webp\"\">\"	I intend to stop smoking starting tomorrow.
これは 授[じゅ] 業[ぎょう]に<b>必[ひつ] 要[よう]</b>な 本[ほん]です。	これは 授 業に<b>必 要</b>な 本です。	必[ひつ] 要[よう]:0-	これは 授[じゅ] 業[ぎょう]に<b>必[ひつ] 要[よう]</b>な 本[ほん]です。	[sound:必要_ヒツヨー━_0_NHK-2016.mp3]	[sound:JLPT_Tango_N4_0207-02.mp3]	<!-- def-type=\"bilingual\" -->Something that is needed; necessary.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->それがないと困る、なくてはいけないということ。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-00258.mp3]<!-- def-end -->	\"<img src=\"\"ninshin_goods.webp\"\">\"	This book is necessary for class.
会[かい] 議[ぎ]は 4[よ] 時[じ]に<b>終[お]わります</b>。	会 議は 4 時に<b>終わります</b>。	終[お]わる:0	会[かい] 議[ぎ]は 4[よ] 時[じ]に<b>終[お]わります</b>。	[sound:671aec596d8b82ecf5e03f1f4843c701-93d92a6b491cdf80779359010b9bb017149208c9.mp3]	[sound:a0fd3e7048a1244bb7f5191d09fb44b3-0b918b301e9075be35ae7cc007a83f9af75e5ae6.mp3]	<!-- def-type=\"bilingual\" -->To come to an end; to finish or be over.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->やっていたことが、そこでおしまいになること。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-00259.mp3]<!-- def-end -->	\"<img alt=\"\"いろいろな映画の「おしまい」のイラスト | かわいいフリー素材集 ...\"\" src=\"\"gekijou_end_theend.webp\"\">\"	The conference ends at four o'clock.
私[わたし]は 先[さき]ほど 電[でん] 話[わ]した<b>者[もの]</b>です。	私は 先ほど 電 話した<b>者</b>です。	者[もの]:2-	私[わたし]は 先[さき]ほど 電[でん] 話[わ]した<b>者[もの]</b>です。	[sound:6b8d694c7b09313b1a46f0890ae7d6e8.mp3]	[sound:27c0d4e47a41f86241d0bfe4e8003cf5.mp3]	<!-- def-type=\"bilingual\" -->A person; often used formally to refer to someone by their role or action.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->何かをした人、何かに当てはまる人を指す言葉。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-00260.mp3]<!-- def-end -->	\"<img alt=\"\"いろいろな斜めから見た立つ人のイラスト（男性） | かわいいフリー ...\"\" src=\"\"stand_naname3_man-9fcc82571c91cc7799f99a7e15ae7f4b44ab7b50.webp\"\">\"	I'm the person who called a while earlier.
仕[し] 事[ごと]の<b>後[あと]</b>、 映[えい] 画[が]を 見[み]た。	仕 事の<b>後</b>、 映 画を 見た。	後[あと]:1-	仕[し] 事[ごと]の<b>後[あと]</b>、 映[えい] 画[が]を 見[み]た。	[sound:0868da2d46853f64221ab0acea5fa782-fcdad988e19ae7a3faac105f526be717c9094fbb.mp3]	[sound:fdcd9a1d9159945d79fc9b55fe39516b-d8ccf5aedf5cc224be1440699164fd6092130de0.mp3]	<!-- def-type=\"bilingual\" -->After; the time or period following something.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->何かが終わってからの時間のこと。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-00261.mp3]<!-- def-end -->	\"<img alt=\"\"いろいろな矢印のイラスト その2 | かわいいフリー素材集 いらすとや\"\" src=\"\"yajirushi01_yuruyaka.webp\"\">\"	I saw a movie after work.<br><br>Can also be read のち with a more formal nuance.
受[うけ] 付[つけ]は<b>こちら</b>です。	受 付は<b>こちら</b>です。	こちら:0-	受[うけ] 付[つけ]は<b>こちら</b>です。	[sound:94205b4533b75ab87b42ead41ae26e0c-d192b300a6eb40d9df3f177a2a9472100612e0d0.mp3]	[sound:71d2f4afc85244b5fdd2144852e4737a-d1f95a5eb474319f5f65538886973f2961b984a6.mp3]	<!-- def-type=\"bilingual\" -->This direction or area, closer to the speaker; a polite way to say \"here.\"<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->自分の近くにある場所やものを指す言葉。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-00262.mp3]<!-- def-end -->	\"<img src=\"\"douzo_woman_left.webp\"\">\"	The reception desk is this way.
今[いま]、 会[かい] 社[しゃ]に<b>向[む]かっています</b>。	今、 会 社に<b>向かっています</b>。	向[む]かう:0	今[いま]、 会[かい] 社[しゃ]に<b>向[む]かっています</b>。	[sound:694d4ee0bad52d7b34eddca53cb17cfc-f8cb91f08474b0d8babf01702bbf2fc6807d305a.mp3]	[sound:6022ff98e800ff3d35bce3107719ac81-a52f79afc8559a0cd21f6cedd489e127af160807.mp3]	<!-- def-type=\"bilingual\" -->To head toward or make your way to a place.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->ある場所をめざして進むこと。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-00263.mp3]<!-- def-end -->	\"<img src=\"\"school_shiken_kaijou_boy_girl.webp\"\">\"	I'm heading for the office right now.
明日[あした]は<b>きっと</b> 雨[あめ]が 降[ふ]ります。	明日は<b>きっと</b> 雨が 降ります。	きっと:0-	明日[あした]は<b>きっと</b> 雨[あめ]が 降[ふ]ります。	[sound:740d032ef2da1985f610e76584573505-6330c2242157d8962ca3f67b65b2ee72071fbee5.mp3]	[sound:797fd37158f1f6734ba9e54ef7aa59e3-2057b9ac2a87125a18c306500bcfe418f75f0b37.mp3]	<!-- def-type=\"bilingual\" -->A confident \"I'm sure\" or \"definitely\"; expressing strong expectation.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->「絶対にそうなる」と強く思う気持ち。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-00264.mp3]<!-- def-end -->	\"<img alt=\"\"アドバイスをする人のイラスト（男性）\"\" src=\"\"friend_advice_man.webp\"\">\"	It will surely rain tomorrow.
信[しん] 号[ごう]が 青[あお]に<b>変[か]わりました</b>。	信 号が 青に<b>変わりました</b>。	変[か]わる:0	信[しん] 号[ごう]が 青[あお]に<b>変[か]わりました</b>。	[sound:18fb4bcd7ed6f6802ccce79ac92fb8ca-f8ccf56445e623788811173549d3d885ac32cf33.mp3]	[sound:2227699e9aff6dc1390a29d782f7506d-1d54b1ac0add0a65a23c8da6e42455f7c20ee9d4.mp3]	<!-- def-type=\"bilingual\" -->To change or shift from one state to another.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->前とは違う状態になること<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-00265.mp3]<!-- def-end -->	\"<img alt=\"\"いろいろな横断歩道と信号機と歩行者のイラスト（女の子） | かわいい ...\"\" src=\"\"koutsu_shingou_girl_tenmetsu_run.webp\"\">\"	The traffic light turned green.
